idx,tag
7d2c58d548d271e5e7b14ce8dd5ba57c,personal growth
7d2c58d548d271e5e7b14ce8dd5ba57c,self
7d2c58d548d271e5e7b14ce8dd5ba57c,relationships
7d2c58d548d271e5e7b14ce8dd5ba57c,love
7d2c58d548d271e5e7b14ce8dd5ba57c,life
7d2c58d548d271e5e7b14ce8dd5ba57c,communication
5fe4ee3ea70b85e011fe0b64a8b10cfa,TED
5fe4ee3ea70b85e011fe0b64a8b10cfa,talks
5fe4ee3ea70b85e011fe0b64a8b10cfa,personal growth
5fe4ee3ea70b85e011fe0b64a8b10cfa,self
5fe4ee3ea70b85e011fe0b64a8b10cfa,identity
5fe4ee3ea70b85e011fe0b64a8b10cfa,humor
5fe4ee3ea70b85e011fe0b64a8b10cfa,funny
5fe4ee3ea70b85e011fe0b64a8b10cfa,life
5fe4ee3ea70b85e011fe0b64a8b10cfa,motivation
5fe4ee3ea70b85e011fe0b64a8b10cfa,goal-setting
88cb2f7eaf1785dc656f3d90792b306f,TED
88cb2f7eaf1785dc656f3d90792b306f,talks
88cb2f7eaf1785dc656f3d90792b306f,self
88cb2f7eaf1785dc656f3d90792b306f,personal growth
88cb2f7eaf1785dc656f3d90792b306f,sex
88cb2f7eaf1785dc656f3d90792b306f,relationships
88cb2f7eaf1785dc656f3d90792b306f,mind
88cb2f7eaf1785dc656f3d90792b306f,identity
4f1db7c22dbd57155fe54d284c49351b,TED
4f1db7c22dbd57155fe54d284c49351b,talks
4f1db7c22dbd57155fe54d284c49351b,microbes
4f1db7c22dbd57155fe54d284c49351b,oceans
4f1db7c22dbd57155fe54d284c49351b,climate change
4f1db7c22dbd57155fe54d284c49351b,biology
4f1db7c22dbd57155fe54d284c49351b,bacteria
4f1db7c22dbd57155fe54d284c49351b,biodiversity
4f1db7c22dbd57155fe54d284c49351b,microbiology
4f1db7c22dbd57155fe54d284c49351b,ecology
4f1db7c22dbd57155fe54d284c49351b,nature
4f1db7c22dbd57155fe54d284c49351b,natural resources
4f1db7c22dbd57155fe54d284c49351b,science
759ac85289f01f7116e0f93d2a870526,TED
759ac85289f01f7116e0f93d2a870526,talks
759ac85289f01f7116e0f93d2a870526,technology
759ac85289f01f7116e0f93d2a870526,innovation
759ac85289f01f7116e0f93d2a870526,aircraft
759ac85289f01f7116e0f93d2a870526,future
759ac85289f01f7116e0f93d2a870526,flight
759ac85289f01f7116e0f93d2a870526,entrepreneur
759ac85289f01f7116e0f93d2a870526,engineering
759ac85289f01f7116e0f93d2a870526,urban
759ac85289f01f7116e0f93d2a870526,urban planning
759ac85289f01f7116e0f93d2a870526,drones
759ac85289f01f7116e0f93d2a870526,invention
63c1b539ce16ff0542a6d5192d729691,TED
63c1b539ce16ff0542a6d5192d729691,talks
63c1b539ce16ff0542a6d5192d729691,TED-Ed
63c1b539ce16ff0542a6d5192d729691,math
8714afe7d17f01eec467194cdade0980,TED
8714afe7d17f01eec467194cdade0980,talks
8714afe7d17f01eec467194cdade0980,public health
8714afe7d17f01eec467194cdade0980,community
8714afe7d17f01eec467194cdade0980,social change
8714afe7d17f01eec467194cdade0980,society
8714afe7d17f01eec467194cdade0980,health
8714afe7d17f01eec467194cdade0980,medicine
8714afe7d17f01eec467194cdade0980,opioids
8714afe7d17f01eec467194cdade0980,TEDx
c1991f10afc11d781cceff7a9365a0a3,TED
c1991f10afc11d781cceff7a9365a0a3,talks
c1991f10afc11d781cceff7a9365a0a3,TED-Ed
c1991f10afc11d781cceff7a9365a0a3,science
c1991f10afc11d781cceff7a9365a0a3,brain
c1991f10afc11d781cceff7a9365a0a3,blindness
e7bfc872f01da00a8317ec8008883d66,TED
e7bfc872f01da00a8317ec8008883d66,talks
e7bfc872f01da00a8317ec8008883d66,global issues
e7bfc872f01da00a8317ec8008883d66,innovation
e7bfc872f01da00a8317ec8008883d66,food
e7bfc872f01da00a8317ec8008883d66,Africa
e7bfc872f01da00a8317ec8008883d66,future
e7bfc872f01da00a8317ec8008883d66,activism
e7bfc872f01da00a8317ec8008883d66,community
e7bfc872f01da00a8317ec8008883d66,society
e7bfc872f01da00a8317ec8008883d66,poverty
e7bfc872f01da00a8317ec8008883d66,farming
e7bfc872f01da00a8317ec8008883d66,agriculture
e7bfc872f01da00a8317ec8008883d66,global development
58eb0fd9baae5f2b8f0e1aa089814efb,TED
58eb0fd9baae5f2b8f0e1aa089814efb,talks
58eb0fd9baae5f2b8f0e1aa089814efb,astronomy
58eb0fd9baae5f2b8f0e1aa089814efb,extraterrestrial life
58eb0fd9baae5f2b8f0e1aa089814efb,exploration
58eb0fd9baae5f2b8f0e1aa089814efb,NASA
58eb0fd9baae5f2b8f0e1aa089814efb,nature
58eb0fd9baae5f2b8f0e1aa089814efb,science
58eb0fd9baae5f2b8f0e1aa089814efb,universe
58eb0fd9baae5f2b8f0e1aa089814efb,space
58eb0fd9baae5f2b8f0e1aa089814efb,asteroid
58eb0fd9baae5f2b8f0e1aa089814efb,astrobiology
33c1a2856c7c9e588ebd1371a9bc90a4,TED
33c1a2856c7c9e588ebd1371a9bc90a4,talks
33c1a2856c7c9e588ebd1371a9bc90a4,science
33c1a2856c7c9e588ebd1371a9bc90a4,sound
33c1a2856c7c9e588ebd1371a9bc90a4,speech
33c1a2856c7c9e588ebd1371a9bc90a4,fear
33c1a2856c7c9e588ebd1371a9bc90a4,human body
47f144177b2aead3540812569a363ff7,TED
47f144177b2aead3540812569a363ff7,talks
47f144177b2aead3540812569a363ff7,architecture
47f144177b2aead3540812569a363ff7,beauty
47f144177b2aead3540812569a363ff7,community
47f144177b2aead3540812569a363ff7,engineering
47f144177b2aead3540812569a363ff7,identity
47f144177b2aead3540812569a363ff7,creativity
47f144177b2aead3540812569a363ff7,infrastructure
47f144177b2aead3540812569a363ff7,public spaces
47f144177b2aead3540812569a363ff7,innovation
093195824948eb0a9ab9f421c5bc08ec,TED
093195824948eb0a9ab9f421c5bc08ec,talks
093195824948eb0a9ab9f421c5bc08ec,race
093195824948eb0a9ab9f421c5bc08ec,community
093195824948eb0a9ab9f421c5bc08ec,activism
093195824948eb0a9ab9f421c5bc08ec,humanity
093195824948eb0a9ab9f421c5bc08ec,identity
093195824948eb0a9ab9f421c5bc08ec,peace
093195824948eb0a9ab9f421c5bc08ec,self
093195824948eb0a9ab9f421c5bc08ec,social change
093195824948eb0a9ab9f421c5bc08ec,society
093195824948eb0a9ab9f421c5bc08ec,art
093195824948eb0a9ab9f421c5bc08ec,TED Fellows
57a271cd9fdb495e0a014e7e7dd8ee05,TED
57a271cd9fdb495e0a014e7e7dd8ee05,talks
57a271cd9fdb495e0a014e7e7dd8ee05,sight
57a271cd9fdb495e0a014e7e7dd8ee05,blindness
57a271cd9fdb495e0a014e7e7dd8ee05,medicine
57a271cd9fdb495e0a014e7e7dd8ee05,medical research
57a271cd9fdb495e0a014e7e7dd8ee05,invention
57a271cd9fdb495e0a014e7e7dd8ee05,public health
57a271cd9fdb495e0a014e7e7dd8ee05,science
57a271cd9fdb495e0a014e7e7dd8ee05,data
57a271cd9fdb495e0a014e7e7dd8ee05,disease
57a271cd9fdb495e0a014e7e7dd8ee05,humanity
57a271cd9fdb495e0a014e7e7dd8ee05,society
57a271cd9fdb495e0a014e7e7dd8ee05,Audacious Project
12927c6bea0aa4f763e95cadd02a1d53,TED
12927c6bea0aa4f763e95cadd02a1d53,talks
12927c6bea0aa4f763e95cadd02a1d53,PTSD
12927c6bea0aa4f763e95cadd02a1d53,TED-Ed
12927c6bea0aa4f763e95cadd02a1d53,psychology
12927c6bea0aa4f763e95cadd02a1d53,mental health
12927c6bea0aa4f763e95cadd02a1d53,depression
fd7708f4ce5cd1328589296251f93048,TED
fd7708f4ce5cd1328589296251f93048,talks
fd7708f4ce5cd1328589296251f93048,architecture
fd7708f4ce5cd1328589296251f93048,cities
fd7708f4ce5cd1328589296251f93048,design
fd7708f4ce5cd1328589296251f93048,infrastructure
fd7708f4ce5cd1328589296251f93048,society
fd7708f4ce5cd1328589296251f93048,humanity
fd7708f4ce5cd1328589296251f93048,beauty
fd7708f4ce5cd1328589296251f93048,community
fd7708f4ce5cd1328589296251f93048,engineering
fd7708f4ce5cd1328589296251f93048,future
fd7708f4ce5cd1328589296251f93048,urban planning
fd7708f4ce5cd1328589296251f93048,innovation
fd7708f4ce5cd1328589296251f93048,urban
b231681fc5292553a3fedddbf77966c5,TED
b231681fc5292553a3fedddbf77966c5,talks
b231681fc5292553a3fedddbf77966c5,technology
b231681fc5292553a3fedddbf77966c5,violence
b231681fc5292553a3fedddbf77966c5,communication
b231681fc5292553a3fedddbf77966c5,children
b231681fc5292553a3fedddbf77966c5,Internet
b231681fc5292553a3fedddbf77966c5,online video
b231681fc5292553a3fedddbf77966c5,culture
b231681fc5292553a3fedddbf77966c5,data
b231681fc5292553a3fedddbf77966c5,future
b231681fc5292553a3fedddbf77966c5,humanity
b231681fc5292553a3fedddbf77966c5,social change
b231681fc5292553a3fedddbf77966c5,computers
b231681fc5292553a3fedddbf77966c5,society
b231681fc5292553a3fedddbf77966c5,algorithm
1347fd4306d1ad6ef08f4579ab1db141,TED
1347fd4306d1ad6ef08f4579ab1db141,talks
1347fd4306d1ad6ef08f4579ab1db141,science
1347fd4306d1ad6ef08f4579ab1db141,nature
1347fd4306d1ad6ef08f4579ab1db141,medicine
1347fd4306d1ad6ef08f4579ab1db141,animals
1347fd4306d1ad6ef08f4579ab1db141,health
1347fd4306d1ad6ef08f4579ab1db141,biology
1347fd4306d1ad6ef08f4579ab1db141,communication
1347fd4306d1ad6ef08f4579ab1db141,children
1347fd4306d1ad6ef08f4579ab1db141,human body
1347fd4306d1ad6ef08f4579ab1db141,life
1347fd4306d1ad6ef08f4579ab1db141,TEDx
c557e44464ce526c4776e1832b0b191a,TED
c557e44464ce526c4776e1832b0b191a,talks
c557e44464ce526c4776e1832b0b191a,health
c557e44464ce526c4776e1832b0b191a,animals
c557e44464ce526c4776e1832b0b191a,public health
c557e44464ce526c4776e1832b0b191a,disease
c557e44464ce526c4776e1832b0b191a,global issues
2cd02f8126d464d748e5b58e7e662daf,TED
2cd02f8126d464d748e5b58e7e662daf,talks
2cd02f8126d464d748e5b58e7e662daf,TED-Ed
2cd02f8126d464d748e5b58e7e662daf,science
2cd02f8126d464d748e5b58e7e662daf,human body
2cd02f8126d464d748e5b58e7e662daf,physiology
792fb403aef80e7fcc573c05702e780b,TED
792fb403aef80e7fcc573c05702e780b,talks
792fb403aef80e7fcc573c05702e780b,art
792fb403aef80e7fcc573c05702e780b,business
792fb403aef80e7fcc573c05702e780b,creativity
792fb403aef80e7fcc573c05702e780b,culture
792fb403aef80e7fcc573c05702e780b,innovation
792fb403aef80e7fcc573c05702e780b,film
792fb403aef80e7fcc573c05702e780b,television
792fb403aef80e7fcc573c05702e780b,education
792fb403aef80e7fcc573c05702e780b,technology
792fb403aef80e7fcc573c05702e780b,movies
792fb403aef80e7fcc573c05702e780b,algorithm
5c345412302acb29cf1ec8d397490ba6,TED
5c345412302acb29cf1ec8d397490ba6,talks
5c345412302acb29cf1ec8d397490ba6,refugees
5c345412302acb29cf1ec8d397490ba6,mental health
5c345412302acb29cf1ec8d397490ba6,humanity
5c345412302acb29cf1ec8d397490ba6,children
5c345412302acb29cf1ec8d397490ba6,communication
5c345412302acb29cf1ec8d397490ba6,community
5c345412302acb29cf1ec8d397490ba6,compassion
5c345412302acb29cf1ec8d397490ba6,emotions
5c345412302acb29cf1ec8d397490ba6,empathy
5c345412302acb29cf1ec8d397490ba6,global issues
5c345412302acb29cf1ec8d397490ba6,education
5c345412302acb29cf1ec8d397490ba6,war
5c345412302acb29cf1ec8d397490ba6,society
5c345412302acb29cf1ec8d397490ba6,social change
5c345412302acb29cf1ec8d397490ba6,Syria
5c345412302acb29cf1ec8d397490ba6,TED Fellows
6e69dc6af622a78d010a5fb1e3bebc75,TED
6e69dc6af622a78d010a5fb1e3bebc75,talks
6e69dc6af622a78d010a5fb1e3bebc75,science
6e69dc6af622a78d010a5fb1e3bebc75,TED-Ed
6e69dc6af622a78d010a5fb1e3bebc75,hearing
6e69dc6af622a78d010a5fb1e3bebc75,Senses
29a6a15aae93d453f88a4a0c7658eb1b,TED
29a6a15aae93d453f88a4a0c7658eb1b,talks
29a6a15aae93d453f88a4a0c7658eb1b,Humanities
47afa69df13deb5858b4d8ae69cc6dc7,TED
47afa69df13deb5858b4d8ae69cc6dc7,talks
47afa69df13deb5858b4d8ae69cc6dc7,technology
47afa69df13deb5858b4d8ae69cc6dc7,AI
47afa69df13deb5858b4d8ae69cc6dc7,emotions
47afa69df13deb5858b4d8ae69cc6dc7,psychology
47afa69df13deb5858b4d8ae69cc6dc7,humanity
47afa69df13deb5858b4d8ae69cc6dc7,communication
47afa69df13deb5858b4d8ae69cc6dc7,computers
47afa69df13deb5858b4d8ae69cc6dc7,virtual reality
47afa69df13deb5858b4d8ae69cc6dc7,science
47afa69df13deb5858b4d8ae69cc6dc7,science and art
574f4d7e901985ef0a6f8df66c911e38,TED
574f4d7e901985ef0a6f8df66c911e38,talks
574f4d7e901985ef0a6f8df66c911e38,animals
574f4d7e901985ef0a6f8df66c911e38,biology
574f4d7e901985ef0a6f8df66c911e38,body language
574f4d7e901985ef0a6f8df66c911e38,primates
574f4d7e901985ef0a6f8df66c911e38,apes
574f4d7e901985ef0a6f8df66c911e38,communication
574f4d7e901985ef0a6f8df66c911e38,community
574f4d7e901985ef0a6f8df66c911e38,nature
574f4d7e901985ef0a6f8df66c911e38,science
574f4d7e901985ef0a6f8df66c911e38,politics
574f4d7e901985ef0a6f8df66c911e38,empathy
574f4d7e901985ef0a6f8df66c911e38,peace
574f4d7e901985ef0a6f8df66c911e38,biodiversity
17a5d9826e4766f193a7f413e268473a,TED
17a5d9826e4766f193a7f413e268473a,talks
17a5d9826e4766f193a7f413e268473a,TED-Ed
17a5d9826e4766f193a7f413e268473a,history
17a5d9826e4766f193a7f413e268473a,ancient world
6dd3e1de3689e9750d71c66d47529cd7,TED
6dd3e1de3689e9750d71c66d47529cd7,talks
6dd3e1de3689e9750d71c66d47529cd7,TED en Español
6dd3e1de3689e9750d71c66d47529cd7,South America
6dd3e1de3689e9750d71c66d47529cd7,food
6dd3e1de3689e9750d71c66d47529cd7,culture
6dd3e1de3689e9750d71c66d47529cd7,social change
6dd3e1de3689e9750d71c66d47529cd7,society
6dd3e1de3689e9750d71c66d47529cd7,community
2cb62fb1fe21fbe3b4cf074c592eeb9a,TED
2cb62fb1fe21fbe3b4cf074c592eeb9a,talks
2cb62fb1fe21fbe3b4cf074c592eeb9a,evolution
2cb62fb1fe21fbe3b4cf074c592eeb9a,biology
2cb62fb1fe21fbe3b4cf074c592eeb9a,ancient world
2cb62fb1fe21fbe3b4cf074c592eeb9a,biodiversity
2cb62fb1fe21fbe3b4cf074c592eeb9a,animals
2cb62fb1fe21fbe3b4cf074c592eeb9a,apes
2cb62fb1fe21fbe3b4cf074c592eeb9a,fish
2cb62fb1fe21fbe3b4cf074c592eeb9a,life
2cb62fb1fe21fbe3b4cf074c592eeb9a,nature
2cb62fb1fe21fbe3b4cf074c592eeb9a,science
2cb62fb1fe21fbe3b4cf074c592eeb9a,TED Fellows
2cb62fb1fe21fbe3b4cf074c592eeb9a,environment
2cb62fb1fe21fbe3b4cf074c592eeb9a,time
e19a1dc47989ba8f09dab8365cd28150,TED
e19a1dc47989ba8f09dab8365cd28150,talks
e19a1dc47989ba8f09dab8365cd28150,gender
e19a1dc47989ba8f09dab8365cd28150,activism
e19a1dc47989ba8f09dab8365cd28150,Gender spectrum
e19a1dc47989ba8f09dab8365cd28150,gender equality
e19a1dc47989ba8f09dab8365cd28150,LGBT
e19a1dc47989ba8f09dab8365cd28150,humanity
e19a1dc47989ba8f09dab8365cd28150,identity
e19a1dc47989ba8f09dab8365cd28150,society
e19a1dc47989ba8f09dab8365cd28150,community
e19a1dc47989ba8f09dab8365cd28150,social change
e19a1dc47989ba8f09dab8365cd28150,Transgender
e19a1dc47989ba8f09dab8365cd28150,TED Fellows
8091752ca68ac9007f441422a81d7743,TED
8091752ca68ac9007f441422a81d7743,talks
8091752ca68ac9007f441422a81d7743,Social Science
8091752ca68ac9007f441422a81d7743,politics
8091752ca68ac9007f441422a81d7743,democracy
a793449d8fe07d8d1f78614e14d73ca2,TED
a793449d8fe07d8d1f78614e14d73ca2,talks
a793449d8fe07d8d1f78614e14d73ca2,TED-Ed
a793449d8fe07d8d1f78614e14d73ca2,health
a793449d8fe07d8d1f78614e14d73ca2,sleep
a793449d8fe07d8d1f78614e14d73ca2,science
a793449d8fe07d8d1f78614e14d73ca2,health care
a793449d8fe07d8d1f78614e14d73ca2,memory
a793449d8fe07d8d1f78614e14d73ca2,public health
a793449d8fe07d8d1f78614e14d73ca2,human body
a793449d8fe07d8d1f78614e14d73ca2,healthcare
a793449d8fe07d8d1f78614e14d73ca2,physiology
a793449d8fe07d8d1f78614e14d73ca2,education
4ccc7c6c2067a2661ad0c76d396d2243,TED
4ccc7c6c2067a2661ad0c76d396d2243,talks
4ccc7c6c2067a2661ad0c76d396d2243,robots
4ccc7c6c2067a2661ad0c76d396d2243,future
4ccc7c6c2067a2661ad0c76d396d2243,innovation
4ccc7c6c2067a2661ad0c76d396d2243,invention
4ccc7c6c2067a2661ad0c76d396d2243,design
4ccc7c6c2067a2661ad0c76d396d2243,nature
4ccc7c6c2067a2661ad0c76d396d2243,technology
4ccc7c6c2067a2661ad0c76d396d2243,animals
fb7c1665749f8f35b2b4e75adc249fb1,TED
fb7c1665749f8f35b2b4e75adc249fb1,talks
fb7c1665749f8f35b2b4e75adc249fb1,AI
fb7c1665749f8f35b2b4e75adc249fb1,future
fb7c1665749f8f35b2b4e75adc249fb1,technology
fb7c1665749f8f35b2b4e75adc249fb1,humanity
fb7c1665749f8f35b2b4e75adc249fb1,machine learning
fb7c1665749f8f35b2b4e75adc249fb1,innovation
fb7c1665749f8f35b2b4e75adc249fb1,intelligence
fb7c1665749f8f35b2b4e75adc249fb1,society
fb7c1665749f8f35b2b4e75adc249fb1,computers
0217a5a31ad447e43067b80c25ff900c,TED
0217a5a31ad447e43067b80c25ff900c,talks
0217a5a31ad447e43067b80c25ff900c,science
0217a5a31ad447e43067b80c25ff900c,neuroscience
0217a5a31ad447e43067b80c25ff900c,brain
0217a5a31ad447e43067b80c25ff900c,future
0217a5a31ad447e43067b80c25ff900c,medical research
0217a5a31ad447e43067b80c25ff900c,biology
0217a5a31ad447e43067b80c25ff900c,technology
0217a5a31ad447e43067b80c25ff900c,innovation
0217a5a31ad447e43067b80c25ff900c,humanity
0217a5a31ad447e43067b80c25ff900c,biomechanics
0217a5a31ad447e43067b80c25ff900c,TEDx
d51a3b20285a303b3c7a1cb90a807057,TED
d51a3b20285a303b3c7a1cb90a807057,talks
d51a3b20285a303b3c7a1cb90a807057,TED-Ed
d51a3b20285a303b3c7a1cb90a807057,history
d51a3b20285a303b3c7a1cb90a807057,storytelling
f372ddd6a0d33b1bf58f94d75d12524d,TED
f372ddd6a0d33b1bf58f94d75d12524d,talks
f372ddd6a0d33b1bf58f94d75d12524d,beauty
f372ddd6a0d33b1bf58f94d75d12524d,cancer
f372ddd6a0d33b1bf58f94d75d12524d,death
f372ddd6a0d33b1bf58f94d75d12524d,communication
f372ddd6a0d33b1bf58f94d75d12524d,family
f372ddd6a0d33b1bf58f94d75d12524d,happiness
f372ddd6a0d33b1bf58f94d75d12524d,illness
f372ddd6a0d33b1bf58f94d75d12524d,humanity
f372ddd6a0d33b1bf58f94d75d12524d,love
f372ddd6a0d33b1bf58f94d75d12524d,life
f372ddd6a0d33b1bf58f94d75d12524d,personal growth
f372ddd6a0d33b1bf58f94d75d12524d,parenting
f372ddd6a0d33b1bf58f94d75d12524d,writing
f372ddd6a0d33b1bf58f94d75d12524d,relationships
24d69384a459a8c31f7dbfdebb3e8868,TED
24d69384a459a8c31f7dbfdebb3e8868,talks
24d69384a459a8c31f7dbfdebb3e8868,math
24d69384a459a8c31f7dbfdebb3e8868,TED-Ed
a28e598507caee59f1c40d62bb92ede9,TED
a28e598507caee59f1c40d62bb92ede9,talks
a28e598507caee59f1c40d62bb92ede9,science
a28e598507caee59f1c40d62bb92ede9,marine biology
a28e598507caee59f1c40d62bb92ede9,neuroscience
a28e598507caee59f1c40d62bb92ede9,animals
a28e598507caee59f1c40d62bb92ede9,nature
2b52c7163caf0588f13251ac00128cd2,TED
2b52c7163caf0588f13251ac00128cd2,talks
2b52c7163caf0588f13251ac00128cd2,insects
2b52c7163caf0588f13251ac00128cd2,science
2b52c7163caf0588f13251ac00128cd2,neuroscience
2b52c7163caf0588f13251ac00128cd2,love
2b52c7163caf0588f13251ac00128cd2,animals
182c2bc277121ea5bf99b6aafa7b3a50,TED
182c2bc277121ea5bf99b6aafa7b3a50,talks
182c2bc277121ea5bf99b6aafa7b3a50,science
182c2bc277121ea5bf99b6aafa7b3a50,brain
182c2bc277121ea5bf99b6aafa7b3a50,neuroscience
182c2bc277121ea5bf99b6aafa7b3a50,electricity
3a3f79ab9a82fd82fd35ae7cc3d7d150,TED
3a3f79ab9a82fd82fd35ae7cc3d7d150,talks
3a3f79ab9a82fd82fd35ae7cc3d7d150,science
3a3f79ab9a82fd82fd35ae7cc3d7d150,neuroscience
3a3f79ab9a82fd82fd35ae7cc3d7d150,insects
3a3f79ab9a82fd82fd35ae7cc3d7d150,animals
3a3f79ab9a82fd82fd35ae7cc3d7d150,food
af3f03894413c668953286776e70fb98,TED
af3f03894413c668953286776e70fb98,talks
af3f03894413c668953286776e70fb98,science
af3f03894413c668953286776e70fb98,neuroscience
af3f03894413c668953286776e70fb98,memory
af3f03894413c668953286776e70fb98,sleep
f6e94086b86e6239f3e932355988a6a8,TED
f6e94086b86e6239f3e932355988a6a8,talks
f6e94086b86e6239f3e932355988a6a8,science
f6e94086b86e6239f3e932355988a6a8,animals
f6e94086b86e6239f3e932355988a6a8,insects
f6e94086b86e6239f3e932355988a6a8,neuroscience
aaf287a68222c02ce234247ee95013c0,TED
aaf287a68222c02ce234247ee95013c0,talks
aaf287a68222c02ce234247ee95013c0,success
aaf287a68222c02ce234247ee95013c0,business
aaf287a68222c02ce234247ee95013c0,leadership
aaf287a68222c02ce234247ee95013c0,goal-setting
aaf287a68222c02ce234247ee95013c0,motivation
aaf287a68222c02ce234247ee95013c0,work
aaf287a68222c02ce234247ee95013c0,future
aaf287a68222c02ce234247ee95013c0,potential
aaf287a68222c02ce234247ee95013c0,collaboration
aaf287a68222c02ce234247ee95013c0,personal growth
5860fc356c97ce8627ac8f5e7010c0a9,TED
5860fc356c97ce8627ac8f5e7010c0a9,talks
5860fc356c97ce8627ac8f5e7010c0a9,animals
5860fc356c97ce8627ac8f5e7010c0a9,biosphere
5860fc356c97ce8627ac8f5e7010c0a9,biodiversity
5860fc356c97ce8627ac8f5e7010c0a9,biology
5860fc356c97ce8627ac8f5e7010c0a9,chemistry
5860fc356c97ce8627ac8f5e7010c0a9,climate change
5860fc356c97ce8627ac8f5e7010c0a9,environment
5860fc356c97ce8627ac8f5e7010c0a9,future
5860fc356c97ce8627ac8f5e7010c0a9,nature
5860fc356c97ce8627ac8f5e7010c0a9,oceans
5860fc356c97ce8627ac8f5e7010c0a9,science
5860fc356c97ce8627ac8f5e7010c0a9,water
5860fc356c97ce8627ac8f5e7010c0a9,marine biology
5860fc356c97ce8627ac8f5e7010c0a9,Audacious Project
6b5e11d1366a7c2b8a82c035bd63571a,TED
6b5e11d1366a7c2b8a82c035bd63571a,talks
6b5e11d1366a7c2b8a82c035bd63571a,Science (hard)
6b5e11d1366a7c2b8a82c035bd63571a,humor
6b5e11d1366a7c2b8a82c035bd63571a,society
6b5e11d1366a7c2b8a82c035bd63571a,speech
6b5e11d1366a7c2b8a82c035bd63571a,cognitive science
5a0a4c75e8c65bfab399338e9bd9061a,TED
5a0a4c75e8c65bfab399338e9bd9061a,talks
5a0a4c75e8c65bfab399338e9bd9061a,government
5a0a4c75e8c65bfab399338e9bd9061a,news
5a0a4c75e8c65bfab399338e9bd9061a,politics
5a0a4c75e8c65bfab399338e9bd9061a,journalism
5a0a4c75e8c65bfab399338e9bd9061a,corruption
5a0a4c75e8c65bfab399338e9bd9061a,society
5a0a4c75e8c65bfab399338e9bd9061a,social media
5a0a4c75e8c65bfab399338e9bd9061a,social change
5a0a4c75e8c65bfab399338e9bd9061a,technology
5a0a4c75e8c65bfab399338e9bd9061a,communication
5a0a4c75e8c65bfab399338e9bd9061a,Internet
5a0a4c75e8c65bfab399338e9bd9061a,democracy
5a0a4c75e8c65bfab399338e9bd9061a,war
5a0a4c75e8c65bfab399338e9bd9061a,TED Fellows
15712e1d622e18658b1d5c9f93ed4dba,TED
15712e1d622e18658b1d5c9f93ed4dba,talks
15712e1d622e18658b1d5c9f93ed4dba,environment
15712e1d622e18658b1d5c9f93ed4dba,economics
15712e1d622e18658b1d5c9f93ed4dba,biosphere
15712e1d622e18658b1d5c9f93ed4dba,nature
15712e1d622e18658b1d5c9f93ed4dba,oceans
15712e1d622e18658b1d5c9f93ed4dba,fish
15712e1d622e18658b1d5c9f93ed4dba,future
15712e1d622e18658b1d5c9f93ed4dba,water
15712e1d622e18658b1d5c9f93ed4dba,global commons
15712e1d622e18658b1d5c9f93ed4dba,TED en Español
1feaf198e44ecbe2d5a97a75fcca5cf6,TED
1feaf198e44ecbe2d5a97a75fcca5cf6,talks
1feaf198e44ecbe2d5a97a75fcca5cf6,biosphere
1feaf198e44ecbe2d5a97a75fcca5cf6,economics
1feaf198e44ecbe2d5a97a75fcca5cf6,environment
1feaf198e44ecbe2d5a97a75fcca5cf6,fish
1feaf198e44ecbe2d5a97a75fcca5cf6,global commons
1feaf198e44ecbe2d5a97a75fcca5cf6,future
1feaf198e44ecbe2d5a97a75fcca5cf6,nature
1feaf198e44ecbe2d5a97a75fcca5cf6,oceans
1feaf198e44ecbe2d5a97a75fcca5cf6,water
1feaf198e44ecbe2d5a97a75fcca5cf6,TED en Español
ee5c0c80c69cae4124ea35e2559eefdc,TED
ee5c0c80c69cae4124ea35e2559eefdc,talks
ee5c0c80c69cae4124ea35e2559eefdc,technology
ee5c0c80c69cae4124ea35e2559eefdc,violence
ee5c0c80c69cae4124ea35e2559eefdc,Internet
ee5c0c80c69cae4124ea35e2559eefdc,terrorism
ee5c0c80c69cae4124ea35e2559eefdc,online video
ee5c0c80c69cae4124ea35e2559eefdc,politics
ed7f6e646b9d24187c82c8c2c2068a86,TED
ed7f6e646b9d24187c82c8c2c2068a86,talks
ed7f6e646b9d24187c82c8c2c2068a86,science
ed7f6e646b9d24187c82c8c2c2068a86,health care
ed7f6e646b9d24187c82c8c2c2068a86,compassion
ed7f6e646b9d24187c82c8c2c2068a86,health
3dcf511aede176e5c7f9f56fd9bd2ab1,TED
3dcf511aede176e5c7f9f56fd9bd2ab1,talks
3dcf511aede176e5c7f9f56fd9bd2ab1,politics
3dcf511aede176e5c7f9f56fd9bd2ab1,policy
3dcf511aede176e5c7f9f56fd9bd2ab1,government
3dcf511aede176e5c7f9f56fd9bd2ab1,democracy
3dcf511aede176e5c7f9f56fd9bd2ab1,leadership
3dcf511aede176e5c7f9f56fd9bd2ab1,activism
3dcf511aede176e5c7f9f56fd9bd2ab1,future
3dcf511aede176e5c7f9f56fd9bd2ab1,history
3dcf511aede176e5c7f9f56fd9bd2ab1,inequality
3dcf511aede176e5c7f9f56fd9bd2ab1,social change
3dcf511aede176e5c7f9f56fd9bd2ab1,society
3dcf511aede176e5c7f9f56fd9bd2ab1,corruption
3dcf511aede176e5c7f9f56fd9bd2ab1,TEDx
fa311b1f671944c99e3d97bcb766afdb,TED
fa311b1f671944c99e3d97bcb766afdb,talks
