idx,main_speaker,title,details,posted,url,num_views
7ec449bbdb177f83381c4af03d1c83c5,Lisa Janae Bacon,"The life, legacy & assassination of an African revolutionary","In 1972, Thomas Sankara was swept into the revolution seeking to wrest control of Madagascar from France's lingering colonial rule. The protests inspired the West African native to read works by socialist leaders and seek wisdom from military strategy. Leaving Madagascar in 1973, he was determined to free his country from its colonial legacy. Lisa Bacon details the life of the revolutionary icon. [Directed by Tomás Pichardo-Espaillat, narrated by Christina Greer, music by WORKPLAYWORK / Cem Misirlioglu].",Posted Feb 2020,https://www.ted.com/talks/lisa_janae_bacon_the_life_legacy_assassination_of_an_african_revolutionary,
7f755bbd0a7fc4985f3820757dd93110,David Ikard,The real story of Rosa Parks — and why we need to confront myths about black history,"Black history taught in US schools is often watered-down, riddled with inaccuracies and stripped of its context and rich, full-bodied historical figures. Equipped with the real story of Rosa Parks, professor David Ikard highlights how making the realities of race more benign and digestible harms us all -- and emphasizes the power and importance of historical accuracy.",Posted Feb 2020,https://www.ted.com/talks/david_ikard_the_real_story_of_rosa_parks_and_why_we_need_to_confront_myths_about_black_history,
d52bd7165de5a7173b158980ecb446c8,Angelica Dass,Usando la fotografía para celebrar los diferentes tonos y colores de la humanidad,"La fotografía de Angélica Dass desafía nuestra forma de pensar sobre el color de la piel y la identidad étnica. En esta íntima charla, la artista habla sobre la inspiración detrás de su proyecto de fotografía, Humanae, el cual nos invita a cuestionar los sistemas que nos tratan de categorizar o separar, y donde nos ofrece un espacio para elogiar las diferencias entre personas de todos colores.",Posted Feb 2020,https://www.ted.com/talks/angelica_dass_usando_la_fotografia_para_celebrar_los_diferentes_tonos_y_colores_de_la_humanidad,
197bee94737f5474ae04d4a91c83d152,Rayma Suprani,Dictators hate political cartoons — so I keep drawing them,"""A political cartoon is a barometer of freedom,"" says Rayma Suprani, who was exiled from her native Venezuela for publishing work critical of the government. ""That's why dictators hate cartoonists."" In a talk illustrated with highlights from a career spent railing against totalitarianism, Suprani explores how cartoons hold a mirror to society and reveal hidden truths -- and discusses why she keeps drawing even when it comes at a high personal cost. (In Spanish with consecutive English translation)",Posted Jan 2020,https://www.ted.com/talks/rayma_suprani_dictators_hate_political_cartoons_so_i_keep_drawing_them,
79564f003eed56162988b6d648388d3b,Alex Rosenthal,"The Chasm | Think Like A Coder, Ep 6","This is episode 6 of our animated series ""Think Like A Coder."" This 10-episode narrative follows a girl, Ethic, and her robot companion, Hedge, as they attempt to save the world. The two embark on a quest to collect three artifacts and must solve their way through a series of programming puzzles. [Directed by Kozmonot Animation Studio, narrated by Addison Anderson].",Posted Jan 2020,https://www.ted.com/talks/alex_rosenthal_the_chasm_think_like_a_coder_ep_6,
83f4cf1b0fe94ba956f511803045c29c,Ellen Agler,Parasitic worms hold back human progress. Here's how we can end them,"Parasitic worms date back thousands of years, causing diseases that limit human potential. But today, effective treatment against them requires just a few pills, taken once or twice a year. With 1.7 billion people at risk of infection, Ellen Agler and her team at the END Fund are imagining a world without disease caused by worms. Learn about how they're seeking to lower treatment costs, amplify prevention, support governments and nurture local leadership. This ambitious plan is a part of The Audacious Project, TED's initiative to inspire and fund global change. (Voiced by Ama Adi-Dako)",Posted Jan 2020,https://www.ted.com/talks/ellen_agler_parasitic_worms_hold_back_human_progress_here_s_how_we_can_end_them,
b62a68bbb3d0e82dd3bffc784c5e902a,Sylvain Duranton,How humans and AI can work together to create better businesses,"Here's a paradox: as companies try to streamline their businesses by using artificial intelligence to make critical decisions, they may inadvertently make themselves less efficient. Business technologist Sylvain Duranton advocates for a ""Human plus AI"" approach -- using AI systems alongside humans, not instead of them -- and shares the specific formula companies can adopt to successfully employ AI while keeping humans in the loop.",Posted Jan 2020,https://www.ted.com/talks/sylvain_duranton_how_humans_and_ai_can_work_together_to_create_better_businesses,
311063b13ba8262730f7c17c0c6c0253,Jessica Ochoa Hendrix,How virtual reality turns students into scientists,"Using low-cost virtual reality, education activist Jessica Ochoa Hendrix helps bring science to life in schools across the US. In this quick talk, she explains how a VR experience she developed invites students to explore underwater ecosystems as if they're marine biologists -- and envision themselves in other careers they might not have otherwise imagined.",Posted Jan 2020,https://www.ted.com/talks/jessica_ochoa_hendrix_how_virtual_reality_turns_students_into_scientists,
79c85fbbc9a732c0bfafd3276462cdde,Christopher Bahl,"A new type of medicine, custom-made with tiny proteins","Some common life-saving medicines, such as insulin, are made of proteins so large and fragile that they need to be injected instead of ingested as pills. But a new generation of medicine -- made from smaller, more durable proteins known as peptides -- is on its way. In a quick, informative talk, molecular engineer and TED Fellow Christopher Bahl explains how he's using computational design to create powerful peptides that could one day neutralize the flu, protect against botulism poisoning and even stop cancer cells from growing.",Posted Jan 2020,https://www.ted.com/talks/christopher_bahl_a_new_type_of_medicine_custom_made_with_tiny_proteins,
ea2c7a15d82ed2ba02f59d9013cf77fb,Kenny Coogan,Licking bees and pulping trees: The reign of a wasp queen,"As the sun rises, something royal stirs inside a pile of firewood. It's the wasp queen; one of thousands who mated in late autumn and hibernated through the winter. Now she must emerge into the spring air to begin her reign. This queen is the lone survivor of her old hive, and now, she must become the foundress of a new one. Kenny Coogan details a year in the life of a wasp queen. [Directed Biljana Labovic, animated by Denis Chapon, narrated by Addison Anderson, music Stephen LaRosa].",Posted Jan 2020,https://www.ted.com/talks/kenny_coogan_licking_bees_and_pulping_trees_the_reign_of_a_wasp_queen,
225afe0593a46fd633926dc793889a0d,Melody Smith,How bones make blood,"Bones might seem rock-solid, but they're actually quite porous inside. Most of the large bones of your skeleton have a hollow core filled with soft bone marrow. Marrow's most essential elements are blood stem cells and for patients with advanced blood cancers like leukemia and lymphoma, the best chance for a cure is often a bone marrow transplant. How does this procedure work? Melody Smith explains. [Directed by Artrake Studio, narrated by Bethany Cutmore-Scott, music by Harlan Hodges / WORKPLAYWORK].",Posted Jan 2020,https://www.ted.com/talks/melody_smith_how_bones_make_blood,
0b2c1b12f6da09140e887d884683de07,Werner Reich,How the magic of kindness helped me survive the Holocaust,"Holocaust survivor Werner Reich recounts his harrowing adolescence as a prisoner transported between concentration camps -- and shares how a small, kind act can inspire a lifetime of compassion. ""If you ever know somebody who needs help, if you know somebody who is scared, be kind to them,"" he says. ""If you do it at the right time, it will enter their heart, and it will be with them wherever they go, forever.""",Posted Jan 2020,https://www.ted.com/talks/werner_reich_how_the_magic_of_kindness_helped_me_survive_the_holocaust,
a7a08aa7bfd02f39ff57ae90010289df,Carl Honoré,Why we should embrace aging as an adventure,"We need to feel better about aging in order to age better, says writer and activist Carl Honoré. How? In this spirited talk, Honoré offers a set of simple solutions to combat ageism -- as well as a host of trailblazers and changemakers who came into their own later in life, from artists and musicians to physicists and business leaders.",Posted Jan 2020,https://www.ted.com/talks/carl_honore_why_we_should_embrace_aging_as_an_adventure,
af4e3de3240ba540bbce362e62b0e26c,Jinha Lee,A holographic meeting platform for collaborating from anywhere,"When you think of telecommuting, you might think of a remote colleague's face in a tiny square on a screen. But with Jinha Lee's augmented reality platform, Spatial, distant coworkers can now teleport as digital avatars into a shared virtual space. Check out the incredible potential and possibilities for colleagues on different continents or in different time zones to collaborate as if they were physically together in a virtually enhanced workroom.",Posted Jan 2020,https://www.ted.com/talks/jinha_lee_a_holographic_meeting_platform_for_collaborating_from_anywhere,
3f2b494943b8e59b061a52c78ee254f5,Radio Science Orchestra,"""Prelude, Landing, Legacy""","In an odyssey of sound and sight, Radio Science Orchestra performs ""Prelude, Landing, Legacy"" -- a musical spectacle celebrating the 50th anniversary of the moon landing (and the centennial of the theremin).",Posted Jan 2020,https://www.ted.com/talks/radio_science_orchestra_prelude_landing_legacy,0
a4d7b980480159fa42f4279761da6c26,Angelicque White,What ocean microbes reveal about the changing climate,"When the ocean changes, the planet changes -- and it all starts with microbes, says biological oceanographer Angelicque White. Backed by decades of data, White shares how scientists use these ancient microorganisms as a crucial barometer of ocean health -- and how we might rejuvenate them as marine temperatures steadily rise.",Posted Jan 2020,https://www.ted.com/talks/angelicque_white_what_ocean_microbes_reveal_about_the_changing_climate,
b2e4ec7fe28f26651027c1c0f0edd724,Djazia Satour,"""Neghmat Erriah"" / ""Ghounia""","Accompanied by a piano and her tar -- a single-headed frame drum -- singer Djazia Satour captivates with her brightly textured voice in this performance of two original songs: ""Neghmat Erriah"" and ""Ghounia.""",Posted Jan 2020,https://www.ted.com/talks/djazia_satour_neghmat_erriah_ghounia,0
fddaa41d358399411ccd3094d27d87ce,Findlay Napier and Gillian Frame,"""Jamie Raeburn"" / ""Baloo Baleerie"" / ""Twa recruitin Sergeants""","Findlay Napier, Gillian Frame and Ali Hutton keep the Scottish folk tradition alive, performing ""Jamie Raeburn,"" ""Baloo Baleerie"" and ""Twa recruitin Sergeants"" -- selections from ""The Ledger"", a series of songs collected by Napier's grandfather.",Posted Jan 2020,https://www.ted.com/talks/findlay_napier_and_gillian_frame_jamie_raeburn_baloo_baleerie_twa_recruitin_sergeants,0
845600f6020d88c27611a78fcf0aaf3d,Blitz Bazawule,"""Wahala"" / ""Make You No Forget"" / ""Best I Can""","Backed by his band the Mighty Embassy Ensemble, hip-hop artist, filmmaker and TED Fellow Samuel ""Blitz"" Bazawule delivers an electrifying, polyphonic performance of three songs: ""Wahala,"" ""Make You No Forget"" and ""Best I Can.""",Posted Jan 2020,https://www.ted.com/talks/blitz_bazawule_wahala_make_you_no_forget_best_i_can,0
8544fa7f0c5a24faf08ca985a32000e0,ELEW and Marcus Miller,"Entropy, order and the theory of the multiverse","Pianist ELEW and saxophonist Marcus Miller perform an ensnaring three-part set informed by their love of science, masterfully blending rock and jazz improv techniques. (Listen closely and you may also hear a take on Roger and Hammerstein's ""My Favorite Things."")",Posted Jan 2020,https://www.ted.com/talks/elew_and_marcus_miller_entropy_order_and_the_theory_of_the_multiverse,0
82df7f42f5dcc1d7bd69c86c27218999,Min Kym,"""Meditation from Thais""","Violinist Min Kym performs a haunting yet beautiful rendition of ""Meditation from Thais"" by French composer Jules Massenet.",Posted Jan 2020,https://www.ted.com/talks/min_kym_meditation_from_thais,0
25fdb854a0515820a4a9fcfc91efb87f,Mariana Lin,How we can bring AI personalities to life,"Conversing onstage with an AI persona she created just for this talk, Mariana Lin, one of the principal writers for the voice of Siri, shares what she's learned designing artificial personalities -- and calls on tech companies to get more creative when bringing AI to life in all its messy, complicated glory.",Posted Jan 2020,https://www.ted.com/talks/mariana_lin_how_we_can_bring_ai_personalities_to_life,0
1279f3ed8ea4db5180801add2a44fc32,Sonia Livingstone,Parenting in the digital age,How can parents ensure their children have a healthy relationship with technology? Social psychologist Sonia Livingstone suggests that the key lies in embracing technology alongside children -- and lays out a practical roadmap for how to get there.,Posted Jan 2020,https://www.ted.com/talks/sonia_livingstone_parenting_in_the_digital_age,
d1a6b5c637e9fa5810ef0b9e01b24fbf,Carl Joshua Ncube,Tales of a Zimbabwean comedian,"In this quick, witty performance, TED Fellow and comedian Carl Joshua Ncube uses humor to point out some culturally taboo topics from his home country of Zimbabwe.",Posted Jan 2020,https://www.ted.com/talks/carl_joshua_ncube_tales_of_a_zimbabwean_comedian,0
7d46d02c25484366d80afbc67a9d2782,Mackenzie Dalrymple,Three stories of Scotland,"Scottish raconteur Mackenzie Dalrymple tells three spellbinding stories -- leading off with the origin of the flag of Scotland, the oldest flag in Europe.",Posted Jan 2020,https://www.ted.com/talks/mackenzie_dalrymple_three_stories_of_scotland,0
a3100ff47b3354f67a93662731d4715c,Fay Bound Alberti,A historical journey through loneliness,"Cultural historian Fay Bound Alberti explains why we need to reframe our perspective of loneliness, focusing on how nostalgia and our sensory experiences could help us better understand and heal from isolation.",Posted Jan 2020,https://www.ted.com/talks/fay_bound_alberti_a_historical_journey_through_loneliness,0
d77443b661a7afc3951eb8bbcb457d8f,Marilyn Waring,The unpaid work that GDP ignores — and why it really counts,"If you: do laundry, are (or have been) pregnant, tidy up, shop for your household or do similar labor, then by GDP standards, you're unproductive. In this visionary talk, economist Marilyn Waring seeks to correct the failures of this narrow-minded system, detailing why we deserve a better way to measure growth that values not just our own livelihood but the planet's as well.",Posted Jan 2020,https://www.ted.com/talks/marilyn_waring_the_unpaid_work_that_gdp_ignores_and_why_it_really_counts,
a346b55038a0273ca1da31fb3b2c834b,Michael R. Stiff,Why is cotton in everything?,"Centuries ago, the Inca developed ingenuous suits of armor that could protect warriors from even the fiercest physical attacks. These hardy structures were made not from iron or steel, but rather something unexpectedly soft: cotton. Today cotton is used to make everything from fabric, to currency, diapers and fishing nets. Michael Stiff explores the science of what makes cotton so versatile. [Directed by WOW-HOW Studio, narrated by Addison Anderson]. ",Posted Jan 2020,https://www.ted.com/talks/michael_r_stiff_why_is_cotton_in_everything,
f8600aeadde3ceff64053df2732835f5,Erin Sullivan,Does photographing a moment steal the experience from you?,"When we witness something amazing, many of us instinctively pull out our phones and snap pictures. Is this obsession with photographing everything impacting our experiences? In a meditative talk, Erin Sullivan reflects on how being more intentional with her lens enhanced her ability to enjoy the moment -- and could help you do the same, too.",Posted Jan 2020,https://www.ted.com/talks/erin_sullivan_does_photographing_a_moment_steal_the_experience_from_you,
762501425e2023a0a07c9b4ac641147d,Priscilla Pemu,A personal health coach for those living with chronic diseases,"There's no shortage of resources to help people change their health behaviors -- but far too often, these resources aren't accessible in underserved communities, says physician Priscilla Pemu. Enter ""culturally congruent coaching,"" a program Pemu and her team developed to help patients with chronic diseases monitor their health with the assistance of a coach from their community. Learn more about how this approach transcends language and cultural barriers -- and could potentially transform health care in America.",Posted Jan 2020,https://www.ted.com/talks/priscilla_pemu_a_personal_health_coach_for_those_living_with_chronic_diseases,
3c75ea6d2c392504058f4d3ff53a37c4,Stuart Oda,Are indoor vertical farms the future of agriculture?,"By 2050, the global population is projected to reach 9.8 billion. How are we going to feed everyone? Investment-banker-turned-farmer Stuart Oda points to indoor vertical farming: growing food on tiered racks in a controlled, climate-proof environment. In a forward-looking talk, he explains how this method can maintain better safety standards, save money, use less water and help us provide for future generations.",Posted Jan 2020,https://www.ted.com/talks/stuart_oda_are_indoor_vertical_farms_the_future_of_agriculture,
a8bb0298248e9edb89c30cf4fd0a43a3,Jan Bill,What was so special about Viking ships?,"As the Roman Empire flourished, Scandinavians had small settlements and no central government. Yet by the 11th century, they had spread far from Scandinavia, gaining control of trade routes throughout Europe, conquering kingdoms as far as Africa, and building outposts in North America. What was the secret to their success? Jan Bill dives into the history of the formidable Viking longship. [Directed by TOTEM Studio, narrated by Addison Anderson, music by Julián André and Blas Cernicchiaro].",Posted Jan 2020,https://www.ted.com/talks/jan_bill_what_was_so_special_about_viking_ships,
9a8df7e2e0889365704c3053d46666c2,Adam Garske,How designing brand-new enzymes could change the world,"""If DNA is the blueprint of life, enzymes are the laborers that carry out its instructions,"" says chemical biologist Adam Garske. In this fun talk and demo, he shows how scientists can now edit and design enzymes for specific functions -- to help treat diseases like diabetes, create energy-efficient laundry detergent and even capture greenhouse gases -- and performs his own enzyme experiment onstage.",Posted Jan 2020,https://www.ted.com/talks/adam_garske_how_designing_brand_new_enzymes_could_change_the_world,
8cee6a4a37c04bd479313055b416a562,Fahad Saeed,The importance of using inclusive language,"In this passionate talk, diversity trainer and activist Fahad Saeed addresses the persistent myth that inclusive language and acronyms create more barriers than they tear down. Sharing his own experiences as a gay Muslim man born to immigrant parents, he explains how redefining the constructs around personal identity can have positive repercussions in marginalized communities and beyond. ",Posted Jan 2020,https://www.ted.com/talks/fahad_saeed_the_importance_of_using_inclusive_language,
c4b0ade4a4862ecfc44b19adb7db339d,Jen Gunter,Why can't we talk about periods?,"""It shouldn't be an act of feminism to know how your body works,"" says gynecologist and author Jen Gunter. In this revelatory talk, she explains how menstrual shame silences and represses -- and leads to the spread of harmful misinformation and the mismanagement of pain. Declaring the era of the menstrual taboos over, she delivers a clear, much-needed lesson on the once-mysterious mechanics of the uterus.",Posted Jan 2020,https://www.ted.com/talks/jen_gunter_why_can_t_we_talk_about_periods,
54e9228ba49b129c17e2223019a6cfb1,Rachel Kleinfeld,A path to security for the world's deadliest countries,"You are more likely to die violently if you live in a middle-income democracy with high levels of inequality and political polarization than if you live in a country at war, says democracy advisor Rachel Kleinfeld. This historical shift in the nature of violence presents an opportunity for everyday voters to act as a great force for change in their unbalanced societies. In this eye-opening talk, Kleinfeld unravels the causes of violence and offers a path to security for the world's deadliest countries.",Posted Jan 2020,https://www.ted.com/talks/rachel_kleinfeld_a_path_to_security_for_the_world_s_deadliest_countries,
a24941d751c6b8761c43ba90c799b8a1,Walter R. Tschinkel,"Mating frenzies, sperm hoards, and brood raids: the life of a fire ant queen","In the spring, just after a heavy rainfall, male and female fire ants swarm the skies for a day of romance, known as the nuptial flight. Thousands of reproduction-capable ants take part in a mating frenzy, and for one successfully mated female, her work is only beginning. Walter R. Tschinkel details how the new queen builds a colony and protects it from neighboring ant armies. [Directed by Lisa Vertudaches, narrated by Addison Anderson, music by Phil Brookes].",Posted Jan 2020,https://www.ted.com/talks/walter_r_tschinkel_mating_frenzies_sperm_hoards_and_brood_raids_the_life_of_a_fire_ant_queen,
8f1b057fb11ac18259a73c3881e641bd,Priti Krishtel,Why are drug prices so high? Investigating the outdated US patent system,"Between 2006 and 2016, the number of drug patents granted in the United States doubled -- but not because there was an explosion in invention or innovation. Drug companies have learned how to game the system, accumulating patents not for new medicines but for small changes to existing ones, which allows them to build monopolies, block competition and drive prices up. Health justice lawyer Priti Krishtel sheds light on how we've lost sight of the patent system's original intent -- and offers five reforms for a redesign that would serve the public and save lives.",Posted Jan 2020,https://www.ted.com/talks/priti_krishtel_why_are_drug_prices_so_high_investigating_the_outdated_us_patent_system,
0e09166157914f664ff95863b5179adb,Juan Pablo Sáez Gil,La magia de los palíndromos,"A Juan Pablo Sáez Gil le encantan los palídromos. Tanto, que ha escrito un libro que se lee igual de principio al final que del final a principio. En esta charla lúdica nos cuenta sobre la magia de ver las cosas del revés.",Posted Jan 2020,https://www.ted.com/talks/juan_pablo_saez_gil_la_magia_de_los_palindromos,
bcf869f73e288d6657541e7f5ce0c8da,Daniel Krawczyk,Why we collect things,"As a collector of pinball machines, neuroscientist and psychologist Daniel Krawczyk has received his share of the sideways glances. In this eye-opening talk, however, he argues that collecting is a hardwired human behavior as a potent mix of neurobiology and social psychology. ",Posted Jan 2020,https://www.ted.com/talks/daniel_krawczyk_why_we_collect_things,
39970e32cc3df972c9a2d910d800e89b,Markus Mutz,How supply chain transparency can help the planet,"Given the option, few would choose to buy products that harm the earth -- yet it's nearly impossible to know how most consumer goods are made or where they're sourced from. That's about to change, says supply chain innovator Markus Mutz. He shares how he used blockchain technology to track Patagonian toothfish on their journey from ocean to dinner plate -- and proved it's possible to offer consumers a product they can trust.",Posted Jan 2020,https://www.ted.com/talks/markus_mutz_how_supply_chain_transparency_can_help_the_planet,
0012b326603c9533cb1fd12bca002b6c,David J. Bier,How guest worker visas could transform the US immigration system,"The United States can create a more humane immigration system; in fact, it's been done before, says policy analyst David J. Bier. Pointing to the historical success of the US guest worker program, which allows foreign workers to legally enter and work in the country, Bier shows why expanding the program to Central Americans could alleviate the border crisis and provide new opportunities for immigrants.",Posted Jan 2020,https://www.ted.com/talks/david_j_bier_how_guest_worker_visas_could_transform_the_us_immigration_system,
ab458a487bc4ad9ae4db7740097d3d9d,Tom Nash,The perks of being a pirate,"In this deeply charming and humorous talk, DJ and self-professed pirate Tom Nash meditates on how facing adversity due to disability invited patience, ambition and pragmatism into his life in enlightening, unexpected ways. ""We all have unique weaknesses,"" he says. ""If we're honest about what they are, we can learn how to best take advantage of them.""",Posted Jan 2020,https://www.ted.com/talks/tom_nash_the_perks_of_being_a_pirate_feb_2019,
e35c11b6d22e43bd31be9b9798ef1987,Alex Rosenthal,"The Artists | Think Like A Coder, Ep 5","This is episode 5 of our animated series ""Think Like A Coder."" This 10-episode narrative follows a girl, Ethic, and her robot companion, Hedge, as they attempt to save the world. The two embark on a quest to collect three artifacts and must solve their way through a series of programming puzzles. [Directed by Kozmonot Animation Studio, narrated by Addison Anderson].",Posted Jan 2020,https://www.ted.com/talks/alex_rosenthal_the_artists_think_like_a_coder_ep_5,
7ad7ae0b119a255546143a56770c64de,Suzanne Lee,"Why ""biofabrication"" is the next industrial revolution","What if we could ""grow"" clothes from microbes, furniture from living organisms and buildings with exteriors like tree bark? TED Fellow Suzanne Lee shares exciting developments from the field of biofabrication and shows how it could help us replace major sources of waste, like plastic and cement, with sustainable and eco-friendly alternatives.",Posted Jan 2020,https://www.ted.com/talks/suzanne_lee_why_biofabrication_is_the_next_industrial_revolution,
8e1638fbac7007cc68d9ec6d1d90b8f8,Marco Tempest,A swarm of mini drones makes ... magic!,"Leading a swarm of small, buzzing flying machines, techno-magician Marco Tempest orchestrates a ""cyber illusion"" that will have you asking yourself: Was that science or magic?",Posted Jan 2020,https://www.ted.com/talks/marco_tempest_a_swarm_of_mini_drones_makes_magic,
0d95f9f656944aeb548dd8ce68243c46,Alex Gendler,Can you solve the dragon jousting riddle?,"After years of war, the world's kingdoms have come to an agreement. Every five years, teams representing the elves, goblins, and treefolk will compete in a grand tournament of dragon jousting. You have the important job of recording the scores for the inaugural tournament. But, you overslept and the games are already underway. Can you figure out the real score of each match? Alex Gendler shows how. [Directed by Artrake Studio, narrated by Addison Anderson].",Posted Jan 2020,https://www.ted.com/talks/alex_gendler_can_you_solve_the_dragon_jousting_riddle,
75660e71c93d4b1359c7bd8645271488,Colette Pichon Battle,Climate change will displace millions. Here's how we prepare,"Scientists predict climate change will displace more than 180 million people by 2100 -- a crisis of ""climate migration"" the world isn't ready for, says disaster recovery lawyer and Louisiana native Colette Pichon Battle. In this passionate, lyrical talk, she urges us to radically restructure the economic and social systems that are driving climate migration -- and caused it in the first place -- and shares how we can cultivate collective resilience, better prepare before disaster strikes and advance human rights for all.",Posted Jan 2020,https://www.ted.com/talks/colette_pichon_battle_climate_change_will_displace_millions_here_s_how_we_prepare,
0e9ee41ec9ef2966d897addf08349b25,Anna Piperal,What a digital government looks like,"What if you never had to fill out paperwork again? In Estonia, this is a reality: citizens conduct nearly all public services online, from starting a business to voting from their laptops, thanks to the nation's ambitious post-Soviet digital transformation known as ""e-Estonia."" One of the program's experts, Anna Piperal, explains the key design principles that power the country's ""e-government"" -- and shows why the rest of the world should follow suit to eradicate outdated bureaucracy and regain citizens' trust.",Posted Jan 2020,https://www.ted.com/talks/anna_piperal_what_a_digital_government_looks_like,
0a02d6ddca6d316a0814ce01c44f3585,Eden Girma,The mysterious life and death of Rasputin,"On a night in 1916, Russian aristocrats set a plot of assassination into motion. If all went as planned, a man would be dead by morning, though others had already tried and failed. The monarchy was on the brink of collapse, and they believed this man was the single cause of it all. Who was he, and why was he to blame for the fate of an empire? Eden Girma explores the life of the notorious Rasputin. [Directed by Hype CG, narrated by Addison Anderson, music by Gabriel Maia].",Posted Jan 2020,https://www.ted.com/talks/eden_girma_the_mysterious_life_and_death_of_rasputin,
088618c1f589166e27b7c8ddd9a6b94b,Emma Schachner,The secret weapon that let dinosaurs take over the planet,"We've all heard the theories on why the dinosaurs died -- but how did they come to dominate the earth for so long in the first place? (Hint: it has nothing to do with their size, speed, spikes or fantastic feathers.) Travel back in time to 200 million years before their extinction with paleontologist Emma Schachner for a breath of fresh air on dinosaur history.",Posted Jan 2020,https://www.ted.com/talks/emma_schachner_the_secret_weapon_that_let_dinosaurs_take_over_the_planet,
25412b107faa932465001f0d276ce4bd,Leon Marchal,The urgent case for antibiotic-free animals,"The UN predicts that antimicrobial resistance will be our biggest killer by 2050. ""That should really scare the hell out of all of us,"" says bioprocess engineer Leon Marchal. He's working on an urgently needed solution: transforming the massive, global animal feed industry. Learn why the overuse of antibiotics in animal products, from livestock feed to everyday pet treats, has skyrocketed worldwide -- and how we can take common-sense measures to stave off a potential epidemic.",Posted Jan 2020,https://www.ted.com/talks/leon_marchal_the_urgent_case_for_antibiotic_free_animals,
622fdd7ad07ef861ef49cf0ab35214c1,Julian Burschka,Could a breathalyzer detect cancer?,"How is it that a breathalyzer can measure the alcohol content in someone's blood, hours after they had their last drink, based on their breath alone? And could we use this same technology to detect disease by analyzing a person's breath, without having to use more invasive diagnostic tools like biopsies, blood draws, and radiation? Julian Burschka details the complicated process. [Directed by Cabong Studios, narrated by Addison Anderson, music by Matheus Wittmann].",Posted Jan 2020,https://www.ted.com/talks/julian_burschka_could_a_breathalyzer_detect_cancer,
73c1a112ed67c687e7f4422264e51008,Risa Wechsler,The search for dark matter — and what we've found so far,"Roughly 85 percent of mass in the universe is ""dark matter"" -- mysterious material that can't be directly observed but has an immense influence on the cosmos. What exactly is this strange stuff, and what does it have to do with our existence? Astrophysicist Risa Wechsler explores why dark matter may be the key to understanding how the universe formed -- and shares how physicists in labs around the world are coming up with creative ways to study it.",Posted Jan 2020,https://www.ted.com/talks/risa_wechsler_the_search_for_dark_matter_and_what_we_ve_found_so_far,
6fa8047fe67800c8902825bfcd72f6ab,Mitch Zeller,"The past, present and future of nicotine addiction","Tobacco use remains the leading cause of preventable disease and death in the United States, killing more people each year than alcohol, AIDS, car accidents, illegal drugs, murder and suicide combined. Follow health policy expert Mitch Zeller into the murky depths of the tobacco industry as he details the sordid history of nicotine addiction --  and invites us to imagine a world where policy change helps stop people from becoming addicted in the first place.",Posted Jan 2020,https://www.ted.com/talks/mitch_zeller_the_past_present_and_future_of_nicotine_addiction,
62a1414dde3c8721c4c424a73f4fc65c,Anindya Kundu,"The ""opportunity gap"" in US public education — and how to close it","How can we tap into the potential of all students, especially those who come from disadvantaged backgrounds? Sociologist Anindya Kundu invites us to take a deeper look at the personal, social and institutional challenges that keep students from thriving in the United States -- and shows how closing this ""opportunity gap"" means valuing public education for what it really is: the greatest investment in our collective future.",Posted Jan 2020,https://www.ted.com/talks/anindya_kundu_the_opportunity_gap_in_us_public_education_and_how_to_close_it,
7a756921752b69467199090205bc34c5,Ipsita Dasgupta,"To challenge the status quo, find a ""co-conspirator""","In a complex and changing world, how can we make sure unconventional people and their ideas thrive? Business executive Ipsita Dasgupta introduces the concept of ""co-conspirators"" -- people willing to bend or break the rules to challenge the status quo -- and shows how they can help create new ways of thinking, acting and being.",Posted Jan 2020,https://www.ted.com/talks/ipsita_dasgupta_to_challenge_the_status_quo_find_a_co_conspirator,
3030c7b400042cc618d166cfcb2e2a49,Rod Phillips,A brief history of alcohol,"Nobody knows exactly when humans began to create fermented beverages. The earliest known evidence comes from 7,000 BCE in China, where residue in clay pots has revealed that people were making an alcoholic beverage from fermented rice, millet, grapes, and honey. So how did alcohol come to fuel global trade and exploration? Roderick Phillips explores the evolution of alcohol. [Directed by Anton Bogaty, narrated by Addison Anderson].",Posted Jan 2020,https://www.ted.com/talks/rod_phillips_a_brief_history_of_alcohol,
f83fef8ac49df7c382c724f4ff7c24d7,Pat Mitchell,Dangerous times call for dangerous women,"Pat Mitchell has nothing left to prove and much less to lose -- she's become a ""dangerous woman."" Not dangerous as in feared, she says, but fearless: a force to be reckoned with. In this powerful call to action, Mitchell invites all women, men and allies to join her in embracing the risks necessary to create a world where safety, respect and truth burn brighter than the darkness of our current times.",Posted Jan 2020,https://www.ted.com/talks/pat_mitchell_dangerous_times_call_for_dangerous_women,
92411fa7d368f62ead5653d1ea7ad4bb,Cara E. Yar Khan,The beautiful balance between courage and fear,"After being diagnosed with a rare genetic condition that deteriorates muscle, Cara E. Yar Khan was told she'd have to limit her career ambitions and dial down her dreams. She ignored that advice and instead continued to pursue her biggest ambitions. In this powerful, moving talk, she shares her philosophy for working on the projects that matter to her most -- while letting courage and fear coexist. Watch for heart-stopping, vertigo-inducing footage of a trip that shows her living her theory to the full.",Posted Dec 2019,https://www.ted.com/talks/cara_e_yar_khan_the_beautiful_balance_between_courage_and_fear,
